Date,Emotion
2023-06-12 16:39:00,1
2023-06-12 15:28:00,0
2023-06-12 14:10:00,0
2023-06-12 11:48:00,0
2023-06-12 11:46:00,0
2023-06-12 13:38:00,0
2023-06-12 13:18:00,0
2023-06-12 11:19:00,0
2023-06-12 09:46:00,1
2023-06-11 14:31:00,1
2023-06-11 14:20:00,0
2023-06-11 11:37:00,0
2023-06-11 08:54:00,1
2023-06-11 07:02:00,1
2023-06-10 07:50:00,0
2023-06-09 18:27:00,1
2023-06-09 17:25:00,1
2023-06-09 10:31:00,1
2023-06-09 08:45:00,1
2023-06-09 08:37:00,1
2023-06-09 15:47:00,1
2023-06-09 11:32:00,1
2023-06-09 09:54:00,0
2023-06-09 09:09:00,1
2023-06-09 09:09:00,1
2023-06-09 08:47:00,1
2023-06-09 08:27:00,1
2023-06-09 08:16:00,1
2023-06-09 08:25:00,0
2023-06-08 18:25:00,1
2023-06-08 16:48:00,1
2023-06-08 12:11:00,1
2023-06-08 11:41:00,1
2023-06-08 11:21:00,1
2023-06-08 10:19:00,1
2023-06-08 17:50:00,0
2023-06-08 15:33:00,1
2023-06-08 14:38:00,1
2023-06-08 09:08:00,1
2023-06-08 08:57:00,1
2023-06-08 08:38:00,1
2023-06-08 07:49:00,1
2023-06-08 11:05:00,0
2023-06-08 07:01:00,0
2023-06-08 06:06:00,2
2023-06-07 18:23:00,1
2023-06-07 17:16:00,1
2023-06-07 17:46:00,0
2023-06-07 16:08:00,1
2023-06-07 08:31:00,1
2023-06-07 08:25:00,1
2023-06-07 08:21:00,1
2023-06-07 15:55:00,0
2023-06-07 11:29:00,1
2023-06-07 09:10:00,1
2023-06-07 09:10:00,1
2023-06-07 08:58:00,1
2023-06-07 11:09:00,1
2023-06-07 10:38:00,1
2023-06-07 09:41:00,1
2023-06-07 09:30:00,1
2023-06-07 09:03:00,1
2023-06-07 08:39:00,1
2023-06-07 08:28:00,1
2023-06-06 17:25:00,1
2023-06-06 13:04:00,0
2023-06-05 16:54:00,2
2023-06-05 10:52:00,2
2023-06-05 10:10:00,1
2023-06-05 10:08:00,1
2023-06-05 09:41:00,1
2023-06-05 11:16:00,0
2023-06-05 10:27:00,0
2023-06-02 05:29:00,1
2023-05-31 16:27:00,1
2023-05-31 15:09:00,1
2023-05-31 11:25:00,1
2023-05-31 09:15:00,1
2023-05-31 09:08:00,1
2023-05-31 08:54:00,1
2023-05-31 08:53:00,0
2023-05-31 15:54:00,0
2023-05-31 13:41:00,1
2023-05-31 09:35:00,1
2023-05-31 09:20:00,0
2023-05-31 09:17:00,1
2023-05-31 09:03:00,1
2023-05-31 08:35:00,1
2023-05-31 08:19:00,1
2023-05-30 08:44:00,1
2023-05-29 11:01:00,1
2023-05-28 17:45:00,2
2023-05-28 11:42:00,2
2023-05-27 09:50:00,1
2023-05-26 18:31:00,1
2023-05-26 15:43:00,1
2023-05-26 15:17:00,1
2023-05-26 13:24:00,1
2023-05-26 11:14:00,1
2023-05-26 11:05:00,1
2023-05-26 11:02:00,1
2023-05-26 11:01:00,1
2023-05-26 10:56:00,1
2023-05-26 10:53:00,1
2023-05-26 10:44:00,1
2023-05-26 17:38:00,1
2023-05-26 16:41:00,1
2023-05-26 14:27:00,1
2023-05-26 11:43:00,2
2023-05-26 11:23:00,1
2023-05-26 10:38:00,1
2023-05-26 17:29:00,1
2023-05-26 12:29:00,1
2023-05-26 10:40:00,1
2023-05-26 15:47:00,1
2023-05-26 15:34:00,1
2023-05-26 14:06:00,0
2023-05-26 13:47:00,1
2023-05-26 10:32:00,1
2023-05-26 10:29:00,1
2023-05-26 13:44:00,1
2023-05-26 13:44:00,1
2023-05-26 13:04:00,1
2023-05-26 13:04:00,1
2023-05-26 12:52:00,1
2023-05-26 12:52:00,1
2023-05-26 11:29:00,1
2023-05-26 11:26:00,1
2023-05-26 10:48:00,1
2023-05-26 11:14:00,0
2023-05-26 11:07:00,0
2023-05-26 10:39:00,0
2023-05-26 10:49:00,1
2023-05-26 10:39:00,1
2023-05-25 19:15:00,0
2023-05-25 18:15:00,0
2023-05-25 16:08:00,0
2023-05-25 16:01:00,1
2023-05-25 13:30:00,0
2023-05-25 13:30:00,0
2023-05-25 13:30:00,0
2023-05-25 13:29:00,0
2023-05-25 13:29:00,0
2023-05-25 11:59:00,0
2023-05-25 11:59:00,0
2023-05-23 18:32:00,0
2023-05-23 17:34:00,1
2023-05-23 16:11:00,1
2023-05-23 11:23:00,1
2023-05-23 11:04:00,1
2023-05-23 08:53:00,1
2023-05-23 08:50:00,1
2023-05-23 08:49:00,1
2023-05-23 08:07:00,1
2023-05-23 11:05:00,0
2023-05-23 10:10:00,1
2023-05-22 17:31:00,1
2023-05-21 17:33:00,1
2023-05-21 08:05:00,1
2023-05-19 18:24:00,1
2023-05-19 11:30:00,1
2023-05-19 09:23:00,1
2023-05-19 09:01:00,1
2023-05-19 08:55:00,1
2023-05-19 15:33:00,1
2023-05-19 11:20:00,1
2023-05-19 10:02:00,1
2023-05-19 09:04:00,1
2023-05-19 09:01:00,1
2023-05-19 08:55:00,1
2023-05-19 08:50:00,1
2023-05-19 14:05:00,0
2023-05-19 09:07:00,1
2023-05-19 08:51:00,1
2023-05-19 10:20:00,1
2023-05-19 10:18:00,1
2023-05-19 09:46:00,1
2023-05-19 09:07:00,1
2023-05-19 08:53:00,1
2023-05-18 19:02:00,0
2023-05-18 18:32:00,1
2023-05-18 09:45:00,0
2023-05-18 08:55:00,0
2023-05-18 08:38:00,0
2023-05-18 08:34:00,0
2023-05-18 08:31:00,0
2023-05-18 11:25:00,0
2023-05-18 09:25:00,1
2023-05-18 09:08:00,0
2023-05-18 08:58:00,0
2023-05-18 08:35:00,1
2023-05-18 08:29:00,0
2023-05-17 18:13:00,2
2023-05-17 16:25:00,2
2023-05-17 14:35:00,0
2023-05-17 10:18:00,1
2023-05-17 10:12:00,2
2023-05-17 07:51:00,0
2023-05-16 20:10:00,2
2023-05-16 18:23:00,0
2023-05-16 18:12:00,2
2023-05-16 17:42:00,2
2023-05-16 17:32:00,2
2023-05-16 17:20:00,2
2023-05-16 17:09:00,2
2023-05-16 16:45:00,2
2023-05-16 16:34:00,2
2023-05-16 16:14:00,2
2023-05-16 16:06:00,2
2023-05-16 14:06:00,0
2023-05-16 08:54:00,0
2023-05-14 15:33:00,2
2023-05-14 15:28:00,2
2023-05-12 15:54:00,0
2023-05-11 08:11:00,1
2023-05-10 17:56:00,1
2023-05-09 13:26:00,0
2023-05-09 11:52:00,0
2023-05-08 21:46:00,2
2023-05-08 17:40:00,1
2023-05-08 17:03:00,1
2023-05-08 16:44:00,1
2023-05-08 16:05:00,1
2023-05-08 10:49:00,1
2023-05-08 10:16:00,2
2023-05-08 09:34:00,1
2023-05-08 17:36:00,1
2023-05-08 17:29:00,1
2023-05-08 15:34:00,1
2023-05-06 11:01:00,0
2023-05-05 08:00:00,1
2023-05-03 18:41:00,1
2023-05-03 17:03:00,1
2023-05-03 15:15:00,2
2023-05-03 16:35:00,2
2023-05-03 15:43:00,2
2023-05-03 10:06:00,1
2023-05-03 14:01:00,1
2023-05-03 11:14:00,1
2023-05-03 08:12:00,1
2023-05-03 09:52:00,1
2023-05-02 17:16:00,0
2023-05-02 10:04:00,1
2023-05-02 09:35:00,1
2023-04-27 16:29:00,1
2023-04-27 08:23:00,1
2023-04-27 08:34:00,1
2023-04-27 07:44:00,1
2023-04-27 07:41:00,1
2023-04-27 06:00:00,2
2023-04-26 18:14:00,1
2023-04-26 17:42:00,1
2023-04-26 16:14:00,2
2023-04-26 15:55:00,1
2023-04-26 10:54:00,1
2023-04-26 10:33:00,1
2023-04-26 10:24:00,1
2023-04-26 10:19:00,1
2023-05-26 15:34:00,1
2023-05-26 14:06:00,0
2023-05-26 13:47:00,1
2023-05-26 10:32:00,1
2023-05-26 10:29:00,1
2023-05-26 15:17:00,1
2023-05-26 13:24:00,1
2023-05-26 11:14:00,1
2023-05-26 11:05:00,1
2023-05-26 11:02:00,1
2023-05-26 11:01:00,1
2023-05-26 10:56:00,1
2023-05-26 10:53:00,1
2023-05-26 10:44:00,1
2023-05-26 14:27:00,1
2023-05-26 11:43:00,2
2023-05-26 11:23:00,1
2023-05-26 10:38:00,1
2023-05-26 13:44:00,1
2023-05-26 13:44:00,1
2023-05-26 13:04:00,1
2023-05-26 13:04:00,1
2023-05-26 12:52:00,1
2023-05-26 12:52:00,1
2023-05-26 12:29:00,1
2023-05-26 10:40:00,1
2023-05-26 11:29:00,1
2023-05-26 11:26:00,1
2023-05-26 10:48:00,1
2023-05-26 11:14:00,0
2023-05-26 11:07:00,0
2023-05-26 10:39:00,0
2023-05-26 10:49:00,1
2023-05-26 10:39:00,1
2023-05-25 19:15:00,0
2023-05-25 18:15:00,0
