Date,Emotion
2023-06-09 18:19:00,0
2023-06-09 12:40:00,0
2023-06-09 11:21:00,0
2023-06-09 11:10:00,0
2023-06-09 10:31:00,0
2023-06-09 10:13:00,0
2023-06-09 09:50:00,0
2023-06-09 09:01:00,0
2023-06-09 08:59:00,0
2023-06-09 08:58:00,0
2023-06-09 08:51:00,0
2023-06-09 14:18:00,0
2023-06-09 11:41:00,0
2023-06-09 10:14:00,0
2023-06-08 18:02:00,0
2023-06-08 16:35:00,0
2023-06-08 16:26:00,0
2023-06-08 15:35:00,0
2023-06-08 14:46:00,0
2023-06-08 14:16:00,0
2023-06-08 13:30:00,0
2023-06-08 14:53:00,0
2023-06-08 10:46:00,0
2023-06-08 09:50:00,0
2023-06-08 09:06:00,0
2023-06-08 08:57:00,0
2023-06-08 14:15:00,0
2023-06-08 09:35:00,0
2023-06-08 09:28:00,0
2023-06-08 11:23:00,0
2023-06-07 18:07:00,0
2023-06-07 10:01:00,0
2023-06-07 09:34:00,0
2023-06-07 09:51:00,0
2023-06-07 09:36:00,0
2023-06-07 09:08:00,0
2023-06-06 18:21:00,0
2023-06-06 13:20:00,0
2023-06-06 11:02:00,0
2023-06-06 13:39:00,0
2023-06-06 10:18:00,0
2023-06-05 13:43:00,0
2023-06-05 11:44:00,0
2023-06-05 11:48:00,0
2023-06-04 18:33:00,0
2023-06-04 10:37:00,0
2023-06-04 10:01:00,0
2023-06-04 08:26:00,0
2023-06-04 08:02:00,0
2023-06-04 08:01:00,0
2023-06-04 18:03:00,1
2023-06-04 11:03:00,0
2023-06-04 08:02:00,0
2023-06-04 08:01:00,1
2023-06-04 08:01:00,0
2023-06-04 08:00:00,0
2023-06-04 15:56:00,0
2023-06-02 18:23:00,0
2023-06-02 17:58:00,0
2023-06-02 17:30:00,0
2023-06-02 17:23:00,0
2023-06-02 17:07:00,0
2023-06-02 16:40:00,0
2023-06-02 16:10:00,0
2023-06-02 06:00:00,1
2023-06-01 18:08:00,0
2023-06-01 17:35:00,1
2023-06-01 17:12:00,1
2023-06-01 15:29:00,0
2023-06-01 12:44:00,1
2023-06-01 10:11:00,0
2023-06-01 09:33:00,0
2023-06-01 09:01:00,0
2023-06-01 08:58:00,1
2023-06-01 08:54:00,0
2023-06-01 18:05:00,0
2023-06-01 16:23:00,0
2023-06-01 11:20:00,0
2023-06-01 08:35:00,1
2023-06-01 08:35:00,1
2023-06-01 11:37:00,0
2023-06-01 11:24:00,0
2023-06-01 09:45:00,1
2023-06-01 09:20:00,0
2023-06-01 08:37:00,0
2023-06-01 08:25:00,0
2023-06-01 09:00:00,0
2023-05-31 17:29:00,1
2023-05-31 13:05:00,0
2023-05-31 12:10:00,0
2023-05-31 11:07:00,0
