Date,Emotion
2023-06-11 12:55:00,1
2023-06-09 09:20:00,1
2023-06-08 19:32:00,1
2023-06-08 16:00:00,1
2023-06-08 08:27:00,1
2023-06-08 08:26:00,1
2023-06-08 07:40:00,1
2023-06-08 17:45:00,0
2023-06-08 15:26:00,1
2023-06-08 11:37:00,1
2023-06-08 09:31:00,1
2023-06-08 08:55:00,1
2023-06-08 08:47:00,1
2023-06-08 08:24:00,1
2023-06-08 12:02:00,1
2023-06-08 12:01:00,1
2023-06-08 12:00:00,1
2023-06-08 12:00:00,0
2023-06-08 12:00:00,1
2023-06-08 07:31:00,1
2023-06-07 18:17:00,1
2023-06-07 13:33:00,0
2023-06-07 13:16:00,0
2023-06-07 12:01:00,1
2023-06-07 12:00:00,1
2023-06-07 12:01:00,1
2023-06-07 12:00:00,1
2023-06-07 12:00:00,1
2023-06-06 17:31:00,1
2023-06-06 12:01:00,0
2023-06-06 14:03:00,1
2023-06-06 13:39:00,0
2023-06-06 13:08:00,0
2023-06-06 13:07:00,0
2023-06-06 12:02:00,1
2023-06-06 12:01:00,1
2023-06-06 12:00:00,1
2023-06-05 17:37:00,2
2023-06-05 11:33:00,1
2023-06-05 11:03:00,1
2023-06-05 10:59:00,1
2023-06-05 08:28:00,1
2023-06-01 12:44:00,1
2023-06-01 08:17:00,0
2023-05-30 18:24:00,1
2023-05-30 16:22:00,1
2023-05-30 16:09:00,1
2023-05-30 10:36:00,1
2023-05-30 09:38:00,1
2023-05-30 08:43:00,1
2023-05-30 09:35:00,1
2023-05-30 09:21:00,1
2023-05-29 07:00:00,1
2023-05-25 18:05:00,1
2023-05-25 17:30:00,1
2023-05-25 17:14:00,0
2023-05-25 17:01:00,0
2023-05-25 17:01:00,1
2023-05-25 17:01:00,0
2023-05-25 08:31:00,1
2023-05-25 08:16:00,1
2023-05-25 08:07:00,1
2023-05-21 16:47:00,0
2023-05-21 11:13:00,0
2023-05-21 10:43:00,0
2023-05-21 10:43:00,0
2023-05-21 10:40:00,0
2023-05-21 10:28:00,0
2023-05-18 13:15:00,2
2023-05-15 18:08:00,1
2023-05-04 17:03:00,1
2023-05-03 18:31:00,1
2023-05-02 18:23:00,1
2023-05-02 11:21:00,1
2023-05-02 10:01:00,1
2023-05-02 07:12:00,1
2023-05-02 05:45:00,1
2023-05-02 10:48:00,2
2023-05-02 09:18:00,2
2023-05-02 08:09:00,1
2023-05-01 13:56:00,1
2023-04-26 18:06:00,1
2023-04-26 10:54:00,1
2023-04-25 10:59:00,1
2023-04-25 09:11:00,1
2023-04-25 09:28:00,1
2023-04-25 08:57:00,1
2023-04-25 08:53:00,1
2023-04-25 08:39:00,1
2023-04-25 08:08:00,1
2023-04-25 08:28:00,1
2023-04-24 18:13:00,1
2023-04-24 17:14:00,1
2023-04-24 16:30:00,1
2023-04-24 16:08:00,1
2023-04-24 16:06:00,1
2023-04-24 16:06:00,1
2023-04-24 18:05:00,1
2023-04-24 16:25:00,1
2023-04-24 16:19:00,1
2023-04-24 16:07:00,1
2023-04-24 15:57:00,1
2023-04-24 16:47:00,1
2023-04-24 16:40:00,1
2023-04-24 16:00:00,1
2023-04-24 15:46:00,1
2023-04-24 15:43:00,1
2023-04-24 15:43:00,1
2023-04-20 16:04:00,1
2023-04-20 15:39:00,1
2023-04-20 11:36:00,1
2023-04-20 09:55:00,1
2023-04-12 17:52:00,1
2023-04-12 17:27:00,1
2023-04-12 15:30:00,1
2023-04-12 11:32:00,1
2023-04-12 09:09:00,1
2023-04-11 08:01:00,1
2023-04-10 07:47:00,1
2023-04-07 09:20:00,1
2023-04-07 08:03:00,2
2023-04-06 15:58:00,0
2023-04-06 09:53:00,1
2023-04-06 08:39:00,1
2023-04-06 08:00:00,1
2023-04-05 17:21:00,1
2023-04-05 11:11:00,2
2023-04-03 17:54:00,1
2023-04-03 09:39:00,1
2023-04-03 08:56:00,2
2023-04-03 08:14:00,1
2023-04-03 07:46:00,1
2023-04-03 07:15:00,1
2023-04-02 08:00:00,0
2023-03-31 11:53:00,1
2023-03-31 08:52:00,1
2023-03-31 07:45:00,1
2023-03-28 15:54:00,0
2023-03-28 14:58:00,0
2023-03-23 15:59:00,1
2023-03-23 10:28:00,2
2023-03-20 09:13:00,0
2023-03-20 08:29:00,1
2023-03-20 08:02:00,1
2023-03-17 17:54:00,1
2023-03-17 17:54:00,0
2023-03-17 16:10:00,1
2023-03-17 15:14:00,1
2023-03-17 11:39:00,1
2023-03-17 11:26:00,1
2023-03-17 11:22:00,1
2023-03-17 11:15:00,1
2023-03-17 11:14:00,1
2023-03-17 09:29:00,1
2023-03-17 15:16:00,1
2023-03-17 14:57:00,1
2023-03-17 11:50:00,1
2023-03-17 11:41:00,1
2023-03-17 11:28:00,1
2023-03-17 11:24:00,0
2023-03-17 10:40:00,0
2023-03-17 11:20:00,1
2023-03-17 11:07:00,1
2023-03-17 11:00:00,1
2023-03-17 10:59:00,1
2023-03-17 10:33:00,0
2023-03-17 10:02:00,1
2023-03-17 09:44:00,0
2023-03-17 10:58:00,1
2023-03-17 10:57:00,1
2023-03-17 10:53:00,1
2023-03-17 10:48:00,1
2023-03-17 10:16:00,1
2023-03-17 10:09:00,0
2023-03-16 19:42:00,1
2023-03-16 18:33:00,1
2023-03-16 17:55:00,1
2023-03-16 17:40:00,0
2023-03-16 11:59:00,1
2023-03-16 09:30:00,0
2023-03-16 09:00:00,0
2023-03-16 15:45:00,0
2023-03-16 11:04:00,0
2023-03-16 09:39:00,0
2023-03-16 09:07:00,0
2023-03-16 08:59:00,0
2023-03-15 06:01:00,1
2023-03-14 18:14:00,0
2023-03-14 15:56:00,0
2023-03-10 16:32:00,0
2023-03-09 16:31:00,1
2023-03-06 17:25:00,1
2023-03-06 17:01:00,1
2023-03-06 06:02:00,1
2023-03-04 06:01:00,2
2023-03-03 11:11:00,1
2023-04-24 16:07:00,1
2023-04-24 15:57:00,1
2023-04-24 16:06:00,1
2023-04-24 16:06:00,1
2023-04-24 16:00:00,1
2023-04-24 15:46:00,1
2023-04-24 15:43:00,1
2023-04-24 15:43:00,1
2023-04-20 16:04:00,1
2023-04-20 15:39:00,1
2023-04-20 11:36:00,1
2023-04-20 09:55:00,1
2023-04-12 17:52:00,1
2023-04-12 17:27:00,1
