날짜,기사제목
 2023.04.26 16:47,"현대차·기아 분기 영업익, 도요타·GM 제쳤다...주가 날개달까"
 2023.04.26 15:25,기아 영업익도 1분기 2.8조 …도요타 위에 현대차그룹
 2023.04.26 16:44,기아 “2023년 전기차 판매 목표는 25만대”…하반기 ‘EV9’ 날개...
 2023.04.26 16:42,"기아, 고수익 RV 판매비중 66% 넘어 이익률 벤츠 육박"
 2023.04.26 14:55,기아 1분기 영업익 2조8천740억원…영업이익률 12%대(종합)
 2023.04.26 16:39,"기아 ""美서 상업용차로 IRA 대응, 수익성에 문제 없어"""
 2023.04.26 16:38,현대차 이어 기아까지 '최대 실적 또 갈아치웠다'
 2023.04.26 16:07,"현대차, 사상 첫 분기배당…기아는 2.5조 자사주 매입"
 2023.04.26 16:02,"역대급 실적 낸 현대차·기아, 연기금이 찍었다"
 2023.04.26 16:01,"사상 최대 실적 현대차·기아, 52주 신고가(종합)"
 2023.04.26 16:02,"역대급 실적 낸 현대차·기아, 연기금이 찍었다"
 2023.04.26 16:01,"사상 최대 실적 현대차·기아, 52주 신고가(종합)"
 2023.04.26 15:57,"'무서운 형제들' 현대차·기아, 분기 영업익 사상 첫 6조원 썼다…상장..."
 2023.04.26 15:05,"현대차·기아, 1분기 영업이익 '총 6조원' 넘었다"
 2023.04.26 14:48,"현대차·기아, 분기 영업익 '사상 첫 6조'…도요타 제칠 듯 [종합]"
 2023.04.26 14:25,"기아, 1분기 매출·영업익 '사상최대'…영업이익률은 현대차 제쳤다"
 2023.04.26 15:52,기아 일냈다…1분기 영업익 2조9000억 '역대급 실적'
 2023.04.26 15:51,"[특징주] 현대차·기아, 최대 실적에 신고가 갈아치워(종합)"
 2023.04.26 09:31,현대차·기아 역대급 실적에 52주 신고가 경신[특징주]
 2023.04.26 15:25,기아 영업익도 1분기 2.8조 …도요타 위에 현대차그룹
 2023.04.26 15:19,"""1분기 낮은 인센티브 유지..'제값 받기' 노력 지속""-기아 컨콜"
 2023.04.26 15:12,"현대제철, ""올해 현대차·기아에 車 강판 440만톤 판매"""
 2023.04.26 15:11,"""1분기 글로벌 시장 점유율 4%..러·중 빼면 5.1%""-기아 컨콜"
 2023.04.26 15:02,"현대차·기아, 비싼 차 '제네시스·SUV' 많이 팔아 두 자릿수 수익성..."
 2023.04.26 15:02,"현대차·기아, 비싼 차 '제네시스·SUV' 많이 팔아 두 자릿수 수익성..."
 2023.04.26 15:01,"기아 ""모든 車 공장은 전기차 공장으로 변할 것"""
 2023.04.26 15:01,"기아, 1분기 영업이익 2조8740억원…'사상 최대'(종합)"
 2023.04.26 14:26,"기아, 1분기 영업익 2조8740억원 ‘신기록 달성’…2분기 성수기 ..."
 2023.04.26 14:55,기아 1분기 영업익 2조8천740억원…영업이익률 12%대(종합)
 2023.04.26 14:48,"현대차·기아, 분기 영업익 '사상 첫 6조'…도요타 제칠 듯 [종합]"
 2023.04.26 14:25,"기아, 1분기 매출·영업익 '사상최대'…영업이익률은 현대차 제쳤다"
 2023.04.26 14:47,[그래픽] 기아 실적 추이
 2023.04.26 14:47,"기아 ""1분기 EV 판매 전년比 5.7%↓…하반기에 수익성 더 좋아진다..."
 2023.04.26 14:37,현대 이어 기아도 분기 최대 실적…영업이익률 12% 껑충(상보)
 2023.04.26 14:34,“판매 가격 상승·인센티브 절감”...사상 최대 실적 기록한 기아
 2023.04.26 14:33,"기아, 1분기 영업이익 2조8740억원…'사상 최대'"
 2023.04.26 14:05,기아 1분기 영업익 2조8740억원..다시 '신기록'(상보)
 2023.04.26 14:19,"기아, 올해 1분기 영업익 2조8740억..역대 분기 최대 실적(상보)"
 2023.04.26 14:02,[속보] 현대차 이어 기아도 '최대 실적'…1분기 영업익 2.8조
 2023.04.26 14:12,"[속보] 기아, 1분기 영업이익 2조8740억원...사상 최대 실적 경..."
 2023.04.26 14:00,"[속보] 기아, 1분기 영업익 2조8740억원 '사상 최대'"
 2023.04.26 14:26,"기아, 1분기 영업익 2조8740억원 ‘신기록 달성’…2분기 성수기 호..."
 2023.04.26 14:25,"기아, 1분기 매출·영업익 '사상최대'…영업이익률은 현대차 제쳤다"
 2023.04.26 14:19,"기아, 올해 1분기 영업익 2조8740억..역대 분기 최대 실적(상보)"
 2023.04.26 14:02,[속보] 현대차 이어 기아도 '최대 실적'…1분기 영업익 2.8조
 2023.04.26 14:12,"[속보] 기아, 1분기 영업이익 2조8740억원...사상 최대 실적 경..."
 2023.04.26 14:00,"[속보] 기아, 1분기 영업익 2조8740억원 '사상 최대'"
 2023.04.26 14:09,[2보] 기아 1분기 영업익 2조8천740억원…분기 최대기록 경신
 2023.04.26 14:05,[속보] 기아 1분기 영업이익 2조8740억원…작년 동기 대비 78.9...
 2023.04.26 14:05,기아 1분기 영업익 2조8740억원..다시 '신기록'(상보)
 2023.04.26 14:04,"기아, 1Q 영업익 2조8739억원…전년비 78.9% ↑(상보)"
 2023.04.26 13:57,"[속보]기아, 1Q 영업이익 2조8739억원...전년비 78.9% ↑"
 2023.04.26 14:04,[속보] 현대차·기아 분기 영업이익 사상 첫 6조원 넘었다
 2023.04.26 14:03,"기아, 1분기 영업익 2조8740억…전년비 79% 증가 [주목 e공시]"
 2023.04.26 14:02,"기아, 1분기 영업익 2조8740억…전년비 78.9% ↑"
 2023.04.26 14:01,"[속보]기아, 올해 1분기 영업익 2조8740억..전년 比 78.9%..."
 2023.04.26 13:57,[속보]기아 1분기 영업익 2조8740억…전년比 78.9%↑
 2023.04.26 14:03,"[속보]기아, 1분기 영업익 2조8739억원… 전년 대비 78.9% 증..."
 2023.04.26 14:00,"[속보] 기아, 올 1분기 영업익 2조8739억…전년비 78.9%↑"
 2023.04.26 14:02,"기아, 1분기 영업익 2조8740억…전년비 78.9% ↑"
 2023.04.26 14:01,"[속보]기아, 올해 1분기 영업익 2조8740억..전년 比 78.9%..."
 2023.04.26 13:57,[속보]기아 1분기 영업익 2조8740억…전년比 78.9%↑
 2023.04.26 14:02,[속보] 현대차 이어 기아도 '최대 실적'…1분기 영업익 2.8조
 2023.04.26 14:01,"기아, 영국 오토카 어워즈서 '최고의 제조사' 선정"
 2023.04.26 09:01,"기아, 영국 오토카 어워즈서 '최고 제조사' 선정"
 2023.04.26 08:59,"기아, 英 오토카 선정 '최고의 제조사'"
 2023.04.26 08:46,"기아, 2023 오토카 어워즈 ‘최고의 제조사’ 선정"
 2023.04.26 14:00,"[속보] 기아, 1분기 영업익 2조8740억원 '사상 최대'"
 2023.04.26 13:57,"[속보]기아, 1Q 영업이익 2조8739억원...전년비 78.9% ↑"
 2023.04.26 13:57,[1보] 기아 1분기 영업이익 2조8천740억원…작년 동기 대비 78....
 2023.04.26 11:14,기아 ‘2040·여성·친환경’ 통했다
 2023.04.26 10:02,"실적발표 앞둔 기아, '어닝 서프라이즈' 기대감…2%대 상승"
 2023.04.26 09:31,현대차·기아 역대급 실적에 52주 신고가 경신[특징주]
 2023.04.26 11:14,기아 ‘2040·여성·친환경’ 통했다
 2023.04.26 10:02,"실적발표 앞둔 기아, '어닝 서프라이즈' 기대감…2%대 상승"
 2023.04.26 09:31,현대차·기아 역대급 실적에 52주 신고가 경신[특징주]
 2023.04.26 09:15,"기아, K딜리버리 서비스 무상 제공 이벤트 실시"
 2023.04.26 08:59,"기아, 5월 한달간 ‘K딜리버리’ 서비스 무상 제공"
 2023.04.26 09:03,"기아, 2023 오토카 어워즈 '최고의 제조사' 선정"
 2023.04.26 09:00,"기아, 英 오토카 어워즈 '최고 제조사' 선정"
 2023.04.26 08:57,"기아, 英 전문지 오토카 선정 ‘최고의 제조사’에"
 2023.04.26 09:01,"기아, 영국 오토카 어워즈서 '최고 제조사' 선정"
 2023.04.26 08:59,"기아, 英 오토카 선정 '최고의 제조사'"
 2023.04.26 08:46,"기아, 2023 오토카 어워즈 ‘최고의 제조사’ 선정"
 2023.04.25 18:42,"SW에 힘주는 정의선…현대차·기아, 포티투닷에 1조 추가 투자"
 2023.04.25 18:03,"현대차·기아. 소프트웨어 포티투닷에 1조 출자…""경쟁력 제고"""
 2023.04.25 17:37,"현대차·기아, 글로벌 소프트웨어센터 '포티투닷' 1조 유상증자 참여"
 2023.04.25 17:24,"현대차·기아, 포티투닷에 1조원 유상증자..""SW 경쟁력 강화"""
 2023.04.25 17:06,"현대차·기아, 포티투닷 주식 1조539억원 규모 추가 취득"
 2023.04.25 16:54,"현대차·기아, 포티투닷에 1조원대 유상증자(종합)"
 2023.04.25 16:40,"기아, 자사주 332만주 소각"
 2023.04.25 05:43,"현대차·기아, 1분기 영업익 5조원 넘기고 日 도요타까지 제치나"
 2023.04.24 18:44,"현대차·기아, 獨 레드닷 어워드 4개 부문 수상"
 2023.04.24 09:15,현대차·기아·제네시스 '레드 닷·카 디자인 어워드' 부문별 5개 수상
 2023.04.24 08:59,현대차·기아·제네시스 '레드 닷·카 디자인 어워드' 부문별 5개 수상
 2023.04.24 08:59,현대차·기아·제네시스 '레드 닷·카 디자인 어워드' 부문별 5개 수상
 2023.04.24 08:44,현대차·기아·제네시스 '레드 닷·카 디자인 어워드' 5개상 수상
 2023.04.26 08:46,"기아, 2023 오토카 어워즈 ‘최고의 제조사’ 선정"
 2023.04.25 18:42,"SW에 힘주는 정의선…현대차·기아, 포티투닷에 1조 추가 투자"
 2023.04.25 18:03,"현대차·기아. 소프트웨어 포티투닷에 1조 출자…""경쟁력 제고"""
 2023.04.25 17:37,"현대차·기아, 글로벌 소프트웨어센터 '포티투닷' 1조 유상증자 참여"
 2023.04.25 17:24,"현대차·기아, 포티투닷에 1조원 유상증자..""SW 경쟁력 강화"""
 2023.04.25 17:06,"현대차·기아, 포티투닷 주식 1조539억원 규모 추가 취득"
 2023.04.25 16:54,"현대차·기아, 포티투닷에 1조원대 유상증자(종합)"
 2023.04.25 16:40,"기아, 자사주 332만주 소각"
 2023.04.25 05:43,"현대차·기아, 1분기 영업익 5조원 넘기고 日 도요타까지 제치나"
 2023.04.24 18:44,"현대차·기아, 獨 레드닷 어워드 4개 부문 수상"
 2023.04.24 09:15,현대차·기아·제네시스 '레드 닷·카 디자인 어워드' 부문별 5개 수상
 2023.04.24 08:59,현대차·기아·제네시스 '레드 닷·카 디자인 어워드' 부문별 5개 수상
 2023.04.24 08:59,현대차·기아·제네시스 '레드 닷·카 디자인 어워드' 부문별 5개 수상
 2023.04.24 08:44,현대차·기아·제네시스 '레드 닷·카 디자인 어워드' 5개상 수상
 2023.04.24 17:17,기아 '특허' 고속질주…1년새 26계단 껑충
 2023.04.24 13:44,"현대차·기아·제네시스, 디자인 상 또 휩쓸었다"
 2023.04.24 11:58,"현대차·기아·제네시스, ‘레드 닷·카 디자인 어워드’ 5관왕"
 2023.04.24 09:13,"리서치알음 ""현대공업, 현대-기아차 美전기차 생산 수혜 기대..상승여력..."
 2023.04.23 18:00,밀라노 간 송호성 사장 '기아의 디자인 혁신' 전파
 2023.04.23 15:29,"""세상에 없던 것을 창조"" 송호성 사장, 이태리서 기아 디자인 혁신 ..."
 2023.04.23 10:07,기아 伊 밀라노디자인 전시 성황…車브랜드 중 유일 수상후보
 2023.04.24 17:17,기아 '특허' 고속질주…1년새 26계단 껑충
 2023.04.24 13:44,"현대차·기아·제네시스, 디자인 상 또 휩쓸었다"
 2023.04.24 11:58,"현대차·기아·제네시스, ‘레드 닷·카 디자인 어워드’ 5관왕"
 2023.04.24 09:15,현대차·기아·제네시스 '레드 닷·카 디자인 어워드' 부문별 5개 수상
 2023.04.24 08:59,현대차·기아·제네시스 '레드 닷·카 디자인 어워드' 부문별 5개 수상
 2023.04.24 08:59,현대차·기아·제네시스 '레드 닷·카 디자인 어워드' 부문별 5개 수상
 2023.04.24 08:44,현대차·기아·제네시스 '레드 닷·카 디자인 어워드' 5개상 수상
 2023.04.24 09:13,"리서치알음 ""현대공업, 현대-기아차 美전기차 생산 수혜 기대..상승여력..."
 2023.04.23 18:00,밀라노 간 송호성 사장 '기아의 디자인 혁신' 전파
 2023.04.23 15:29,"""세상에 없던 것을 창조"" 송호성 사장, 이태리서 기아 디자인 혁신 ..."
 2023.04.23 10:07,기아 伊 밀라노디자인 전시 성황…車브랜드 중 유일 수상후보
 2023.04.23 15:57,"현대차·기아, 상생협력 프로그램에 5.2조 투입 …'공급망 탄소중립' ..."
 2023.04.23 11:16,"기아, “세계 최대” 디자인 박람회서 단독 전시"
 2023.04.23 09:40,"기아, '밀라노디자인' 첫 단독전시…우수작 후보 올라"
 2023.04.23 09:23,"기아, 밀라노 디자인 위크 성료…車 브랜드 유일 최고 우수작 후보 지..."
 2023.04.23 10:43,'밀라노 디자인 위크' 전시 관람하는 기아 카림 하비브 부사장
 2023.04.23 10:30,"기아, '2023 밀라노 디자인 위크'서 해외 첫 전시 성황리에 마쳐"
 2023.04.23 10:30,"기아, '2023 밀라노 디자인 위크'서 해외 첫 전시 성황리에 마쳐"
 2023.04.23 10:30,"기아, '2023 밀라노 디자인 위크'서 해외 첫 전시 성황리에 마쳐"
 2023.04.23 10:30,"기아, '2023 밀라노 디자인 위크'서 해외 첫 전시 성황리에 마쳐"
 2023.04.23 10:43,'밀라노 디자인 위크' 전시 관람하는 송호성 기아 사장
 2023.04.23 10:43,'밀라노 디자인 위크' 전시 관람하는 송호성 기아 사장
 2023.04.23 15:29,"""세상에 없던 것을 창조"" 송호성 사장, 이태리서 기아 디자인 혁신 의..."
 2023.04.23 10:07,기아 伊 밀라노디자인 전시 성황…車브랜드 중 유일 수상후보
 2023.04.23 11:16,"기아, “세계 최대” 디자인 박람회서 단독 전시"
 2023.04.23 09:40,"기아, '밀라노디자인' 첫 단독전시…우수작 후보 올라"
 2023.04.23 09:23,"기아, 밀라노 디자인 위크 성료…車 브랜드 유일 최고 우수작 후보 지..."
 2023.04.23 10:43,'밀라노 디자인 위크' 전시 관람하는 기아 카림 하비브 부사장
 2023.04.23 10:30,"기아, '2023 밀라노 디자인 위크'서 해외 첫 전시 성황리에 마쳐"
 2023.04.23 10:30,"기아, '2023 밀라노 디자인 위크'서 해외 첫 전시 성황리에 마쳐"
 2023.04.23 10:30,"기아, '2023 밀라노 디자인 위크'서 해외 첫 전시 성황리에 마쳐"
 2023.04.23 10:30,"기아, '2023 밀라노 디자인 위크'서 해외 첫 전시 성황리에 마쳐"
 2023.04.23 10:43,'밀라노 디자인 위크' 전시 관람하는 송호성 기아 사장
 2023.04.23 10:43,'밀라노 디자인 위크' 전시 관람하는 송호성 기아 사장
 2023.04.23 08:30,"기아차, 누가 샀나 봤더니…‘2040세대·여성·친환경’ 대세 [여車저車..."
 2023.04.21 14:25,"“기아, 환율 효과·판매 증가에 영업이익 늘어”...KB증권 목표가 9..."
 2023.04.21 08:22,"KB證 “기아, 영업익 전망치 상향… 목표가 11만원”"
 2023.04.21 07:42,"KB증권 ""기아 1분기 깜짝실적…목표주가 올려"""
 2023.04.21 07:17,"""기아, 환율 효과·판매 증가에 실적 '쑥'…목표가 9만→11만""-K..."
 2023.04.21 13:34,"美 17개 주법무장관, 연방정부에 현대·기아차 리콜 요구 서한"
 2023.04.21 10:23,'절도놀이' 현대차·기아 미국서 리콜되나…18개주 검찰 촉구
 2023.04.21 08:01,"“기아, 올해 영업익 9.3조…목표가 11만 상향”"
 2023.04.21 05:48,테슬라 '전기차 치킨게임' 계속…내 갈 길 간다는 현대차·기아
 2023.04.20 16:44,"기아, 300억 규모 현대차증권 MMT 매수"
 2023.04.23 09:40,"기아, '밀라노디자인' 첫 단독전시…우수작 후보 올라"
 2023.04.23 09:23,"기아, 밀라노 디자인 위크 성료…車 브랜드 유일 최고 우수작 후보 지..."
 2023.04.23 08:30,"기아차, 누가 샀나 봤더니…‘2040세대·여성·친환경’ 대세 [여車저車..."
 2023.04.21 14:25,"“기아, 환율 효과·판매 증가에 영업이익 늘어”...KB증권 목표가 9..."
 2023.04.21 08:22,"KB證 “기아, 영업익 전망치 상향… 목표가 11만원”"
 2023.04.21 07:42,"KB증권 ""기아 1분기 깜짝실적…목표주가 올려"""
 2023.04.21 07:17,"""기아, 환율 효과·판매 증가에 실적 '쑥'…목표가 9만→11만""-K..."
 2023.04.21 13:34,"美 17개 주법무장관, 연방정부에 현대·기아차 리콜 요구 서한"
 2023.04.21 10:23,'절도놀이' 현대차·기아 미국서 리콜되나…18개주 검찰 촉구
 2023.04.21 08:01,"“기아, 올해 영업익 9.3조…목표가 11만 상향”"
 2023.04.21 05:48,테슬라 '전기차 치킨게임' 계속…내 갈 길 간다는 현대차·기아
 2023.04.20 16:44,"기아, 300억 규모 현대차증권 MMT 매수"
 2023.04.20 14:06,"기아, 26일 기업설명회 개최"
 2023.04.20 13:21,"기아, 26일 기업설명회 개최"
 2023.04.20 09:01,현대차·기아 '빌트인 캠2'에 반도체 적용한 넥스트칩
 2023.04.20 05:02,"美 보조금 못 받는 현대·기아차, 그래도 담는 외국인"
 2023.04.21 05:48,테슬라 '전기차 치킨게임' 계속…내 갈 길 간다는 현대차·기아
 2023.04.20 16:44,"기아, 300억 규모 현대차증권 MMT 매수"
 2023.04.20 14:06,"기아, 26일 기업설명회 개최"
 2023.04.20 13:21,"기아, 26일 기업설명회 개최"
 2023.04.20 09:01,현대차·기아 '빌트인 캠2'에 반도체 적용한 넥스트칩
 2023.04.20 05:02,"美 보조금 못 받는 현대·기아차, 그래도 담는 외국인"
 2023.04.19 18:21,현대차·기아 1분기 유럽 판매 4.7% 증가
 2023.04.19 17:45,"현대차·기아, 1분기 유럽 판매 4.7% 증가…전기차는 20% 감소"
 2023.04.19 17:36,"현대차·기아, 1분기 유럽 판매량 4.7%↑…전기차는 20%↓"
 2023.04.19 17:33,"현대차·기아, 1분기 유럽 전기차 판매 20.6%↓"
 2023.04.19 16:30,"투싼·스포티지·코나·씨드…현대차·기아 SUV, 유럽서 '펄펄'"
 2023.04.19 16:21,현대차·기아 1분기 유럽 판매량 28만2천대…4.7% 증가
 2023.04.19 16:20,현대차기아 유럽판매 전년比 4.7% ↑… ‘E-GMP’ 10만대 돌파
 2023.04.19 16:11,"현대차·기아, 1분기 유럽 전기차 판매 20%↓…보조금 축소 영향"
 2023.04.19 16:05,"현대차·기아, 유럽 판매 4.7%↑…전기차는 20.6%↓"
 2023.04.19 17:57,"현대차·기아, 1분기 영업익 투톱 예고… 자동차株 폭풍 질주"
 2023.04.19 16:52,‘현대차·기아 제로’ IRA 세액공제 최대 수혜는 테슬라…“LG엔솔·S...
 2023.04.19 16:40,"현대차·기아, ‘IRA 세액공제 전차종 탈락’ 충격 하루 만에 극복…주..."
 2023.04.19 16:06,"[데이터로 보는 증시]기아·기관·삼성전자, 외국인 코스피 순매수 1위(..."
 2023.04.19 17:33,"현대차·기아, 1분기 유럽 전기차 판매 20.6%↓"
 2023.04.19 16:30,"투싼·스포티지·코나·씨드…현대차·기아 SUV, 유럽서 '펄펄'"
 2023.04.19 16:21,현대차·기아 1분기 유럽 판매량 28만2천대…4.7% 증가
 2023.04.19 16:20,현대차기아 유럽판매 전년比 4.7% ↑… ‘E-GMP’ 10만대 돌파
 2023.04.19 16:11,"현대차·기아, 1분기 유럽 전기차 판매 20%↓…보조금 축소 영향"
 2023.04.19 16:05,"현대차·기아, 유럽 판매 4.7%↑…전기차는 20.6%↓"
 2023.04.19 16:52,‘현대차·기아 제로’ IRA 세액공제 최대 수혜는 테슬라…“LG엔솔·S...
 2023.04.19 16:40,"현대차·기아, ‘IRA 세액공제 전차종 탈락’ 충격 하루 만에 극복…주..."
 2023.04.19 16:06,"[데이터로 보는 증시]기아·기관·삼성전자, 외국인 코스피 순매수 1위(..."
 2023.04.19 11:14,"기아 고성능 전기차 ‘EV6 GT’, 구독 서비스로 만난다"
 2023.04.19 11:01,"코스피, 상승 전환…현대·기아 전기차 세액 혜택 제외에도 오름세"
 2023.04.19 10:01,중국서 고꾸라진 현대·기아...상하이서 ‘핫’했다[가봤어요]
 2023.04.19 09:01,"“고용세습 없애자”..기아, 노조에 단협 조항 철폐 요청"
 2023.04.18 20:28,"기아, 노조에 ‘고용세습’ 단협 조항 철폐 요청"
 2023.04.18 20:28,기아 '고용세습 조항' 노조에 철폐요구
 2023.04.18 20:24,"기아, ‘車수저’ 사라지나…노조에 ‘고용세습’ 단협 조항 철폐 요구"
 2023.04.18 19:47,"""고용세습 철폐해 달라"" 기아, 대표 명의로 노조에 공식 요청"
 2023.04.18 18:28,美보조금 놓친 현대차... 현지공장 완공 속도전 [美보조금 못받는 현대...
 2023.04.18 17:55,"신공장 조기 완공한다지만… ""배터리 광물 脫중국에 달렸다"" [美보조금..."
 2023.04.18 16:15,현대차·기아 대응은? ① 광물요건 관계없이 稅혜택…리스·렌털 판매 확...
 2023.04.18 11:43,현대차·기아 美보조금 제외…국내 車업계는 '차분'(종합)
 2023.04.18 10:12,현대차·기아 美보조금 제외…국내 車업계는 '차분'
 2023.04.19 11:01,"코스피, 상승 전환…현대·기아 전기차 세액 혜택 제외에도 오름세"
 2023.04.19 10:01,중국서 고꾸라진 현대·기아...상하이서 ‘핫’했다[가봤어요]
 2023.04.19 09:01,"“고용세습 없애자”..기아, 노조에 단협 조항 철폐 요청"
 2023.04.18 20:28,"기아, 노조에 ‘고용세습’ 단협 조항 철폐 요청"
 2023.04.18 20:28,기아 '고용세습 조항' 노조에 철폐요구
 2023.04.18 20:24,"기아, ‘車수저’ 사라지나…노조에 ‘고용세습’ 단협 조항 철폐 요구"
 2023.04.18 19:47,"""고용세습 철폐해 달라"" 기아, 대표 명의로 노조에 공식 요청"
 2023.04.18 18:28,美보조금 놓친 현대차... 현지공장 완공 속도전 [美보조금 못받는 현대...
 2023.04.18 17:55,"신공장 조기 완공한다지만… ""배터리 광물 脫중국에 달렸다"" [美보조금..."
 2023.04.18 16:15,현대차·기아 대응은? ① 광물요건 관계없이 稅혜택…리스·렌털 판매 확...
 2023.04.18 11:43,현대차·기아 美보조금 제외…국내 車업계는 '차분'(종합)
 2023.04.18 10:12,현대차·기아 美보조금 제외…국내 車업계는 '차분'
 2023.04.18 18:11,"‘美IRA 악재’ 현대차·기아, 지금이 매수기회?"
 2023.04.18 10:19,'IRA 전기차 보조금 제외' 악재에 현대차-기아 약세
 2023.04.18 17:46,'0.6% 굴욕' 지운다…기아 EV6 앞세워 中 시장 재공략
 2023.04.18 11:02,"""中서 '전기차 리더' 되겠다""…기아, 올해 EV6·EV5 출격"
 2023.04.18 16:32,"기아 고성능 전기차 ‘EV6 GT’, 구독 서비스로 만난다"
 2023.04.18 16:26,'2차전지'가 떠받친 코스피…미국發 악재에 현대차·기아 약세[시황종합]
 2023.04.18 16:02,"상하이모터쇼 달군 현대차·기아…""차덕후 사이에서 호응이 크다"""
 2023.04.18 17:46,'0.6% 굴욕' 지운다…기아 EV6 앞세워 中 시장 재공략
 2023.04.18 11:02,"""中서 '전기차 리더' 되겠다""…기아, 올해 EV6·EV5 출격"
 2023.04.18 16:32,"기아 고성능 전기차 ‘EV6 GT’, 구독 서비스로 만난다"
 2023.04.18 16:26,'2차전지'가 떠받친 코스피…미국發 악재에 현대차·기아 약세[시황종합]
 2023.04.18 16:15,현대차·기아 대응은? ① 광물요건 관계없이 稅혜택…리스·렌털 판매 확대...
 2023.04.18 11:43,현대차·기아 美보조금 제외…국내 車업계는 '차분'(종합)
 2023.04.18 10:12,현대차·기아 美보조금 제외…국내 車업계는 '차분'
 2023.04.18 16:02,"상하이모터쇼 달군 현대차·기아…""차덕후 사이에서 호응이 크다"""
 2023.04.18 15:38,"[특징주] 현대차·기아, 美전기차 보조금 제외 소식에 하락(종합)"
 2023.04.18 10:25,결국 현대·기아 발목 잡은 美 IRA... 현대차·기아 동반 약세 [...
 2023.04.18 10:02,"현대차·기아, 美 IRA 보조금 제외 소식에 3%대 약세"
 2023.04.18 09:49,"현대차·기아, 美 IRA 세액공제 제외 소식에 약세[특징주]"
 2023.04.18 09:41,"현대차·기아, 美보조금 제외에 2% 넘게 하락[특징주]"
 2023.04.18 09:35,"[특징주]현대차·기아, 美 전기차 보조금 제외 소식에 3%대 ↓"
 2023.04.18 09:28,"현대차·기아, IRA 보조금 지급 대상 제외 소식에 주가 '털썩'"
 2023.04.18 09:25,"현대차·기아, 美 보조금 제외 소식에 동반하락 [투자360]"
 2023.04.18 09:17,"[특징주] 현대차·기아, 美전기차 보조금 제외 소식에 하락"
 2023.04.18 09:11,"[특징주]현대차·기아, IRA 전기차 보조금 대상 제외에 약세"
 2023.04.18 14:54,"현대차·기아, 상하이 모터쇼 참가해 총 34종 전시"
 2023.04.18 14:32,"기아, '2023 상하이 국제 모터쇼' 참가"
 2023.04.18 14:31,"기아, '2023 상하이 국제 모터쇼' 참가"
 2023.04.18 14:31,"기아, '2023 상하이 국제 모터쇼' 참가"
 2023.04.18 14:31,"기아, '2023 상하이 국제 모터쇼' 참가"
 2023.04.18 14:03,"기아, ‘2023 상하이 국제 모터쇼’ 참가"
 2023.04.18 14:03,"기아, 상하이 국제 모터쇼 참가"
 2023.04.18 14:03,기아의 '셀토스'를 소개합니다
 2023.04.18 14:42,"현대차·기아, 中 시장 재도약 카드로 ‘고성능’·‘전기차’"
 2023.04.18 11:38,"현대차·기아, N브랜드·현지맞춤 전기차로 中 재도약 노린다"
 2023.04.18 11:36,"현대차·기아, '고성능+전기차'로 中시장 재도전"
 2023.04.18 11:32,현대차 ‘고성능’·기아 ‘전기차’…중국시장 공략 키워드
 2023.04.18 11:22,"현대차·기아, ‘1%대 점유율’ 中시장 잡을 비장의 무기는?"
 2023.04.18 14:16,美 전기차 보조금 제외 여파…현대차·기아 주가 약세
 2023.04.18 07:36,"""테슬라만 신났네"" 결국 현대차·기아 보조금 혜택 제외"
 2023.04.18 13:46,"美, 자국 전기차 11종만 IRA 혜택…현대차·기아 '악재'"
 2023.04.18 14:31,"기아, '2023 상하이 국제 모터쇼' 참가"
 2023.04.18 14:31,"기아, '2023 상하이 국제 모터쇼' 참가"
 2023.04.18 14:03,"기아, ‘2023 상하이 국제 모터쇼’ 참가"
 2023.04.18 14:03,"기아, 상하이 국제 모터쇼 참가"
 2023.04.18 14:03,기아의 '셀토스'를 소개합니다
 2023.04.18 14:16,美 전기차 보조금 제외 여파…현대차·기아 주가 약세
 2023.04.18 07:36,"""테슬라만 신났네"" 결국 현대차·기아 보조금 혜택 제외"
 2023.04.18 13:46,"美, 자국 전기차 11종만 IRA 혜택…현대차·기아 '악재'"
 2023.04.18 11:43,현대차·기아 美보조금 제외…국내 車업계는 '차분'(종합)
 2023.04.18 10:12,현대차·기아 美보조금 제외…국내 車업계는 '차분'
 2023.04.18 11:38,"현대차·기아, N브랜드·현지맞춤 전기차로 中 재도약 노린다"
 2023.04.18 11:36,"현대차·기아, '고성능+전기차'로 中시장 재도전"
 2023.04.18 11:32,현대차 ‘고성능’·기아 ‘전기차’…중국시장 공략 키워드
 2023.04.18 11:22,"현대차·기아, ‘1%대 점유율’ 中시장 잡을 비장의 무기는?"
 2023.04.18 11:30,"'전기차 보조금 제외' 현대차·기아 흔들…""단기 악재 그칠수도"""
 2023.04.18 07:35,"현대차·기아, 한 푼도 안줘…'IRA 보조금' 미국차에 몰아줬다"
 2023.04.18 11:12,"[주가동향] ""한국은 왜 안 줘""... 현대차·기아 보조금 제외에 3%..."
 2023.04.18 11:02,"""中서 '전기차 리더' 되겠다""…기아, 올해 EV6·EV5 출격"
 2023.04.18 11:00,"EV5·EV6·EV9…기아 핵심 전기차, 상해모터쇼에 총출동"
 2023.04.18 10:25,결국 현대·기아 발목 잡은 美 IRA... 현대차·기아 동반 약세 [오...
 2023.04.18 10:02,"현대차·기아, 美 IRA 보조금 제외 소식에 3%대 약세"
 2023.04.18 09:49,"현대차·기아, 美 IRA 세액공제 제외 소식에 약세[특징주]"
