날짜,기사제목
 2023.05.09 15:27,울산현대자동차를 방문한 추경호 경제부총리
 2023.05.09 15:27,울산현대자동차를 방문한 추경호 경제부총리
 2023.05.09 15:27,현대자동차 선적부두를 둘러보는 추경호 경제부총리
 2023.05.09 15:27,울산현대자동차를 방문한 추경호 경제부총리
 2023.05.09 15:06,"추경호 ""전기차에 미래""...현대차그룹 ""24조 투자, 미래 자동차 허..."
 2023.05.09 15:01,"현대차그룹, 국내 전기차 생산 인프라 확충 '가속화'"
 2023.05.09 15:01,"현대차, 울산 전기차 공장에 2조 투자..'원팀' 尹정부, '조단위'..."
 2023.05.09 15:01,"[속보] 현대차, 2조 투자해 울산 전기차 신공장 추진"
 2023.05.09 15:01,"현대차 공장 방문한 추경호 ""전기차 투자 세제 지원 폭 강화"""
 2023.05.09 14:57,"울산시, 현대차 전기차 공장 '첨단투자지구' 지정 신청"
 2023.05.09 14:40,사우디 '네옴시티' 후속 프로젝트 막올랐다…삼성·현대·한화 등 수주전
 2023.05.09 14:38,"현대百, 1분기 매출 늘었지만 영업익↓…""고정비 증가 영향""(상보)"
 2023.05.09 14:37,"높은 기저에 주춤…현대百 1Q 영업익 779억, 12.4%↓(종합)"
 2023.05.09 15:37,현대자동차 울산공장 방문한 추경호 경제부총리
 2023.05.09 15:37,"추경호 경제부총리, 현대자동차 울산공장 방문"
 2023.05.09 15:37,현대자동차 울산공장 방문한 추경호 경제부총리
 2023.05.09 15:37,"추경호 경제부총리, 현대자동차 울산공장서 간담회"
 2023.05.09 15:29,"현대차, 29년만 국내 공장 신설…전기차 생산시설 35% 세액공제에 화..."
 2023.05.09 15:02,"29년 만의 '국내 대규모 공장'…현대차그룹, 전기차 통큰 투자"
 2023.05.09 15:00,"현대차그룹, 전기차 생산 능력 확충 박차...""모빌리티 강국 도약 초..."
 2023.05.09 15:28,울산현대자동차를 방문한 추경호 경제부총리
 2023.05.09 15:28,울산현대자동차를 방문한 추경호 경제부총리
 2023.05.09 15:27,울산현대자동차를 방문한 추경호 경제부총리
 2023.05.09 15:27,현대자동차 선적부두를 둘러보는 추경호 경제부총리
 2023.05.09 15:27,울산현대자동차를 방문한 추경호 경제부총리
 2023.05.09 15:27,울산현대자동차를 방문한 추경호 경제부총리
 2023.05.09 15:27,현대자동차 선적부두를 둘러보는 추경호 경제부총리
 2023.05.09 15:27,울산현대자동차를 방문한 추경호 경제부총리
 2023.05.09 15:06,"추경호 ""전기차에 미래""...현대차그룹 ""24조 투자, 미래 자동차 허..."
 2023.05.09 15:01,"현대차그룹, 국내 전기차 생산 인프라 확충 '가속화'"
 2023.05.09 15:01,"현대차, 울산 전기차 공장에 2조 투자..'원팀' 尹정부, '조단위'..."
 2023.05.09 15:01,"[속보] 현대차, 2조 투자해 울산 전기차 신공장 추진"
 2023.05.09 15:01,"현대차 공장 방문한 추경호 ""전기차 투자 세제 지원 폭 강화"""
 2023.05.09 14:57,"울산시, 현대차 전기차 공장 '첨단투자지구' 지정 신청"
 2023.05.09 14:40,사우디 '네옴시티' 후속 프로젝트 막올랐다…삼성·현대·한화 등 수주전
 2023.05.09 14:38,"현대百, 1분기 매출 늘었지만 영업익↓…""고정비 증가 영향""(상보)"
 2023.05.09 14:37,"높은 기저에 주춤…현대百 1Q 영업익 779억, 12.4%↓(종합)"
 2023.05.09 14:30,고물가 소비위축 못피했다…현대百 1분기 영업이익 12.4% 감소(종합)
 2023.05.09 15:27,울산현대자동차를 방문한 추경호 경제부총리
 2023.05.09 15:27,현대자동차 선적부두를 둘러보는 추경호 경제부총리
 2023.05.09 15:27,울산현대자동차를 방문한 추경호 경제부총리
 2023.05.09 15:06,"추경호 ""전기차에 미래""...현대차그룹 ""24조 투자, 미래 자동차 허..."
 2023.05.09 15:01,"현대차그룹, 국내 전기차 생산 인프라 확충 '가속화'"
 2023.05.09 15:01,"현대차, 울산 전기차 공장에 2조 투자..'원팀' 尹정부, '조단위'..."
 2023.05.09 15:02,"29년 만의 '국내 대규모 공장'…현대차그룹, 전기차 통큰 투자"
 2023.05.09 15:00,"현대차그룹, 전기차 생산 능력 확충 박차...""모빌리티 강국 도약 초..."
 2023.05.09 15:01,"[속보] 현대차, 2조 투자해 울산 전기차 신공장 추진"
 2023.05.09 15:01,"현대차 공장 방문한 추경호 ""전기차 투자 세제 지원 폭 강화"""
 2023.05.09 14:57,"울산시, 현대차 전기차 공장 '첨단투자지구' 지정 신청"
 2023.05.09 14:40,사우디 '네옴시티' 후속 프로젝트 막올랐다…삼성·현대·한화 등 수주전
 2023.05.09 14:38,"현대百, 1분기 매출 늘었지만 영업익↓…""고정비 증가 영향""(상보)"
 2023.05.09 14:37,"높은 기저에 주춤…현대百 1Q 영업익 779억, 12.4%↓(종합)"
 2023.05.09 14:30,고물가 소비위축 못피했다…현대百 1분기 영업이익 12.4% 감소(종합)
 2023.05.09 14:11,'봇물터졌다' 현대차·기아 4월 수출 20만대 육박..8년만에 최대치
 2023.05.09 14:57,"울산시, 현대차 전기차 공장 '첨단투자지구' 지정 신청"
 2023.05.09 14:40,사우디 '네옴시티' 후속 프로젝트 막올랐다…삼성·현대·한화 등 수주전
 2023.05.09 14:38,"현대百, 1분기 매출 늘었지만 영업익↓…""고정비 증가 영향""(상보)"
 2023.05.09 14:37,"높은 기저에 주춤…현대百 1Q 영업익 779억, 12.4%↓(종합)"
 2023.05.09 14:30,고물가 소비위축 못피했다…현대百 1분기 영업이익 12.4% 감소(종합)
 2023.05.09 14:11,'봇물터졌다' 현대차·기아 4월 수출 20만대 육박..8년만에 최대치
 2023.05.09 14:08,1분기 세계 전기차 판매량 증가…현대차·기아만 '뒷걸음'
 2023.05.09 11:32,"이지스자산운용, 현대차그룹과 로봇 친화 스마트빌딩 구축한다"
 2023.05.09 10:30,"이지스자산운용, 현대차 손잡고 '로봇 친화 스마트빌딩' 선보인다"
 2023.05.09 09:56,"[fn마켓워치]이지스-현대차그룹, '로봇 친화' 스마트 빌딩 구축"
 2023.05.09 09:37,"이지스운용, 현대차그룹과 로봇친화 스마트빌딩 구축"
 2023.05.09 11:13,"현대차그룹, 이지스자산과 ‘로봇 빌딩’ 사업화"
 2023.05.09 10:04,"택배 배송부터 무인주차·충전까지…현대차그룹, 로봇친화형 빌딩 구축"
 2023.05.09 11:13,현대차그룹 ‘바다숲 복원’ 나선다
 2023.05.09 11:02,현대차그룹이 바다숲 복원에 뛰어든 까닭? [비즈360]
 2023.05.09 10:03,주차·충전에 택배 전달까지…'로봇이 다하는 빌딩' 현대차그룹이 만든다
 2023.05.09 09:50,"현대차그룹, 오피스에 최적화된 로봇 서비스 사업"
 2023.05.09 11:02,현대차그룹이 바다숲 복원에 뛰어든 까닭? [비즈360]
 2023.05.09 10:30,"이지스자산운용, 현대차 손잡고 '로봇 친화 스마트빌딩' 선보인다"
 2023.05.09 09:56,"[fn마켓워치]이지스-현대차그룹, '로봇 친화' 스마트 빌딩 구축"
 2023.05.09 09:37,"이지스운용, 현대차그룹과 로봇친화 스마트빌딩 구축"
 2023.05.09 10:04,"택배 배송부터 무인주차·충전까지…현대차그룹, 로봇친화형 빌딩 구축"
 2023.05.09 10:03,주차·충전에 택배 전달까지…'로봇이 다하는 빌딩' 현대차그룹이 만든다
 2023.05.09 09:50,"현대차그룹, 오피스에 최적화된 로봇 서비스 사업"
 2023.05.09 09:26,"현대차그룹·이지스자산운용, 로봇 친화형 빌딩 만든다"
 2023.05.09 09:19,"현대차기아 로보틱스랩, 이지스자산운용과 ‘로봇 친화형 빌딩’ 구축한다"
 2023.05.09 09:06,"현대차그룹-이지스자산운용, 로봇 친화형 빌딩 구축 나서"
 2023.05.09 08:52,현대차그룹-이지스자산운용 손잡고 로봇 친화 빌딩 만든다
 2023.05.09 08:46,"현대차ㆍ기아 로보틱스랩, 이지스자산운용과 로봇 친화형 빌딩 사업화 협..."
 2023.05.09 06:04,"벌써 34% 오른 현대차 주식...외국인, 1조700억 베팅했다"
 2023.05.09 05:00,"[단독] '포니 쿠페'의 부활…현대차, 양산 나선다"
 2023.05.08 18:54,현대차 '고성능 N' 팬덤 넓힌다…中 레이싱대회 출전
 2023.05.08 16:54,"'아반떼 N TCR' 차이나 챔피언십 출격…현대차, 고성능 N 실력 ..."
 2023.05.08 11:20,현대차 ‘아반떼 N TCR’ 차이나 챔피언십 출격
 2023.05.08 11:02,"‘아반떼 N 출격’ 현대차, 투어링카 대회 출전"
 2023.05.08 11:01,"현대차 ‘아반떼 N TCR’, 中 ‘TCR 차이나 챔피언십’ 출전"
 2023.05.08 18:18,현대차 못지 않게 잘 나가는 모비스·글로비스
 2023.05.08 17:36,"[단독] 현대차·LG엔솔, 이달 美배터리 공장 확정"
 2023.05.09 08:52,현대차그룹-이지스자산운용 손잡고 로봇 친화 빌딩 만든다
 2023.05.09 08:46,"현대차ㆍ기아 로보틱스랩, 이지스자산운용과 로봇 친화형 빌딩 사업화 협..."
 2023.05.09 06:04,"벌써 34% 오른 현대차 주식...외국인, 1조700억 베팅했다"
 2023.05.09 05:00,"[단독] '포니 쿠페'의 부활…현대차, 양산 나선다"
 2023.05.08 18:54,현대차 '고성능 N' 팬덤 넓힌다…中 레이싱대회 출전
 2023.05.08 16:54,"'아반떼 N TCR' 차이나 챔피언십 출격…현대차, 고성능 N 실력 ..."
 2023.05.08 11:20,현대차 ‘아반떼 N TCR’ 차이나 챔피언십 출격
 2023.05.08 11:02,"‘아반떼 N 출격’ 현대차, 투어링카 대회 출전"
 2023.05.08 11:01,"현대차 ‘아반떼 N TCR’, 中 ‘TCR 차이나 챔피언십’ 출전"
 2023.05.08 18:18,현대차 못지 않게 잘 나가는 모비스·글로비스
 2023.05.08 17:36,"[단독] 현대차·LG엔솔, 이달 美배터리 공장 확정"
 2023.05.08 17:04,"현대이지웰, 1분기 영업익 88억…전년비 9% 증가"
 2023.05.08 16:54,"현대이지웰, 1분기 영업익 88억…전년비 9.3% ↑"
 2023.05.08 16:44,"현대차 엘란트라 N TCR, '2023 TCR 차이나 챔피언십' 출전"
 2023.05.08 11:38,"현대차 엘란트라 N TCR, '2023 TCR 차이나 챔피언십' 출전"
 2023.05.08 11:15,"현대자동차 '아반떼 N TCR', TCR 차이나 챔피언십 출전"
 2023.05.08 11:14,"현대자동차 '아반떼 N TCR', TCR 차이나 챔피언십 출전"
 2023.05.08 16:31,[그래픽] 현대차그룹 싼타페·텔루라이드 미국 판매량
 2023.05.08 16:08,"현대차그룹, '동남아 거점' 印尼 공장 풀가동 … 신차 판매 6배 가속..."
 2023.05.08 16:44,"현대차 엘란트라 N TCR, '2023 TCR 차이나 챔피언십' 출전"
 2023.05.08 11:38,"현대차 엘란트라 N TCR, '2023 TCR 차이나 챔피언십' 출전"
 2023.05.08 11:15,"현대자동차 '아반떼 N TCR', TCR 차이나 챔피언십 출전"
 2023.05.08 11:14,"현대자동차 '아반떼 N TCR', TCR 차이나 챔피언십 출전"
 2023.05.08 16:31,[그래픽] 현대차그룹 싼타페·텔루라이드 미국 판매량
 2023.05.08 16:08,"현대차그룹, '동남아 거점' 印尼 공장 풀가동 … 신차 판매 6배 가속..."
 2023.05.08 14:58,"현대차그룹 RV 형제 '싼타페-텔루라이드', 美 본고장 인기비결은?"
 2023.05.08 14:57,"‘車를 IT기기’로..현대차그룹, 다운 받는 구독 서비스 글로벌 확장"
 2023.05.08 14:39,"HD현대사이트솔루션, 국제표준 정보보호 인증 ISO 27001 획득"
 2023.05.08 11:25,"""1조원어치 폭풍 쇼핑"" 외국인, 현대차에 꽂힌 3가지 이유"
 2023.05.08 11:20,현대차 ‘아반떼 N TCR’ 차이나 챔피언십 출격
 2023.05.08 11:02,"‘아반떼 N 출격’ 현대차, 투어링카 대회 출전"
 2023.05.08 11:01,"현대차 ‘아반떼 N TCR’, 中 ‘TCR 차이나 챔피언십’ 출전"
 2023.05.08 11:12,"[단독]""포니 쿠페 양산한다"" 현대차 이달 말 발표"
 2023.05.08 08:33,"현대차證 “카카오, 2분기부터 콘텐츠 중심 성장 기대”"
 2023.05.08 11:14,"현대자동차 '아반떼 N TCR', TCR 차이나 챔피언십 출전"
 2023.05.08 11:12,"[단독]""포니 쿠페 양산한다"" 현대차 이달 말 발표"
 2023.05.08 11:02,"‘아반떼 N 출격’ 현대차, 투어링카 대회 출전"
 2023.05.08 11:01,"현대차 ‘아반떼 N TCR’, 中 ‘TCR 차이나 챔피언십’ 출전"
 2023.05.08 08:33,"현대차證 “카카오, 2분기부터 콘텐츠 중심 성장 기대”"
 2023.05.08 07:01,"유럽 '소형'-미국 '리스'…현대차, 해외 전기차 시장 공략法 통했다 ..."
 2023.05.07 20:19,"국산 전기차, 미국보다 유럽서 인기?…현대차·기아, 1분기 3만여대 판..."
 2023.05.07 18:40,"GM·포드 문 닫을때…현대차, 반도체 설계변경으로 판 뒤집었다"
 2023.05.07 18:21,"""현대차 가진 한국, 글로벌 자동차 시장 중심지"""
 2023.05.07 18:17,美서 잘나가는 현대차·기아 모델은?…10대 중 7대가 RV
 2023.05.07 07:00,美서 팔리는 현대차·기아 10대 중 7대는 RV…호평도 잇달아
 2023.05.07 07:01,"정기선 HD현대 사장 ""참전용사 용기와 희생에 항상 감사""[기업인 말말..."
 2023.05.07 07:01,"정기선 HD현대 사장 ""참전용사 용기와 희생에 항상 감사""[기업인 말말..."
 2023.05.07 07:00,美서 팔리는 현대차·기아 10대 중 7대는 RV…호평도 잇달아
 2023.05.06 09:21,"'출범 5년차' 현대트랜시스, 미래 모빌리티 솔루션 업체로 '도약'"
 2023.05.06 08:01,"현대차그룹, '중국산 배터리' 함께 하는 이유"
 2023.05.05 12:01,"현대차·기아, 세계 3대 자동차시장 인도서 '훨훨'"
 2023.05.05 07:25,“현대차 고맙다” 전기차 시대 ‘포터 LPG’는 왜 20년 만에 등장할...
 2023.05.04 18:27,"현대차그룹, EV9으로 'SDV시대' 화려한 개막"
 2023.05.04 10:33,"현대차그룹 ""본격 SDV 시대 연다""…선봉장은 EV9"
 2023.05.04 09:58,"""EV9, 본격적인 SDV의 시작""...현대차그룹 EV9 기술 소개 ..."
 2023.05.04 09:21,"현대차그룹 SDV 기술이 궁금하다면?…""EV9을 보라"""
 2023.05.04 08:30,소프트웨어차 속도 높이는 현대차그룹…'EV9' 남다른 이유는?
 2023.05.04 18:25,"장난감 대신 주식… ""삼성전자·카카오·현대차株 사주세요"" [어린이날 주..."
 2023.05.04 17:46,사내 하청노동자 불법파견 현대차·전 사장 2명에 벌금형(종합)
 2023.05.04 10:49,사내 하청노동자 불법파견 인정 현대차에 벌금 3천만원
 2023.05.04 16:43,"현대차가 끌고 SK·환경부가 민다···삼성전자·SK하이닉스, 수소통근버..."
 2023.05.04 14:37,"SK E&S, 환경부·현대차 등과 ‘수소버스 전환’ 사업 본격화"
 2023.05.04 14:30,"SK E&S-현대차, 기업 통근버스 연료 ‘수소’로 바꾼다"
 2023.05.04 14:01,"SK·현대차·환경부 맞손, 통근차량 수소버스 전환사업 속도"
 2023.05.04 14:01,"SK E&S, 환경부-현대차 등과 '수소버스 전환' 사업 본격화"
 2023.05.04 15:51,"정의선 회장, 현대차그룹 사장단과 美 참전용사 기념비 참배"
 2023.05.04 11:40,"정의선 현대차그룹 회장, 한국전 참전용사 기념비 참배"
 2023.05.04 10:03,"정의선 현대차그룹 회장, 美서 한국전 참전용사 기념비 참배"
 2023.05.04 09:39,"정의선 현대차그룹 회장, 대통령 美 순방 중 한국전 참전용사 기념비 ..."
 2023.05.04 15:01,"현대차그룹, 올 1분기 전기차 인도량 전년대비 2.2%↓"
 2023.05.04 14:37,"SK E&S, 환경부·현대차 등과 ‘수소버스 전환’ 사업 본격화"
 2023.05.04 14:30,"SK E&S-현대차, 기업 통근버스 연료 ‘수소’로 바꾼다"
 2023.05.04 14:01,"SK·현대차·환경부 맞손, 통근차량 수소버스 전환사업 속도"
 2023.05.04 14:01,"SK E&S, 환경부-현대차 등과 '수소버스 전환' 사업 본격화"
 2023.05.04 14:00,삼성전자·SK하이닉스·현대차 등 7개 기업 통근버스 수소차로 전환…20...
 2023.05.04 11:39,"현대차, 한-태평양도서국 정상회의 의전차량 지원"
 2023.05.04 09:06,"현대차그룹, 한-태평양도서국 정상회의 공식 의전 차량 지원"
 2023.05.04 09:06,"현대차그룹, 정상회의 준비위원단과 공식 의전 차량 지원 MOU"
 2023.05.04 08:44,"현대차그룹, 한-태평양도서국 정상회의 공식 의전 차량 지원"
 2023.05.04 08:44,"현대차그룹, 한-태평양도서국 정상회의 공식 의전 차량 지원"
 2023.05.04 11:07,"[컨콜] SK이노 ""현대차와의 JV 투자금, 이미 반영됐다"""
 2023.05.04 10:57,"[컨콜] SK이노 ""포드, 현대차 외 배터리 협력 가능성 열려있다"""
 2023.05.04 10:19,"“SK온, 포드·현대 JV 외 추가 협력 가능성 있어”-SK이노베이션..."
 2023.05.04 10:49,사내 하청노동자 불법파견 인정 현대차에 벌금 3천만원
 2023.05.04 10:40,"[컨콜] SK이노 ""북미지역 현대차 JV, 연산능력 35GWh"""
 2023.05.04 10:33,"정의선, 현대차그룹 사장단과 미 한국전 참전용사 기념비 참배"
 2023.05.04 10:15,"정의선, 현대차그룹 사장단과 미 한국전 참전용사 기념비 참배"
 2023.05.04 09:54,"정의선, 현대차그룹 사장단과 美 한국전 참전용사 기념비 참배"
 2023.05.04 10:57,"[컨콜] SK이노 ""포드, 현대차 외 배터리 협력 가능성 열려있다"""
 2023.05.04 10:19,"“SK온, 포드·현대 JV 외 추가 협력 가능성 있어”-SK이노베이션..."
 2023.05.04 10:49,사내 하청노동자 불법파견 인정 현대차에 벌금 3천만원
 2023.05.04 10:40,"[컨콜] SK이노 ""북미지역 현대차 JV, 연산능력 35GWh"""
 2023.05.04 10:33,"정의선, 현대차그룹 사장단과 미 한국전 참전용사 기념비 참배"
 2023.05.04 10:15,"정의선, 현대차그룹 사장단과 미 한국전 참전용사 기념비 참배"
 2023.05.04 09:54,"정의선, 현대차그룹 사장단과 美 한국전 참전용사 기념비 참배"
 2023.05.04 10:33,"현대차그룹 ""본격 SDV 시대 연다""…선봉장은 EV9"
 2023.05.04 09:58,"""EV9, 본격적인 SDV의 시작""...현대차그룹 EV9 기술 소개 ..."
 2023.05.04 09:21,"현대차그룹 SDV 기술이 궁금하다면?…""EV9을 보라"""
 2023.05.04 08:30,소프트웨어차 속도 높이는 현대차그룹…'EV9' 남다른 이유는?
 2023.05.04 10:32,“현대차 JV 예상 케파 35GWh…설비투자 50억달러 규모”-SK이노...
 2023.05.04 10:03,"정의선 현대차그룹 회장, 美서 한국전 참전용사 기념비 참배"
 2023.05.04 09:39,"정의선 현대차그룹 회장, 대통령 美 순방 중 한국전 참전용사 기념비 ..."
 2023.05.04 09:37,현대차그룹 'EV9에 적용된 SDV 기반 기술을 공개합니다'
 2023.05.04 09:37,"현대차그룹, 기아 EV9 통해 본격적인 SDV 시대로 나아간다"
 2023.05.04 09:36,"현대차그룹, 韓-태평양도서국 정상회의에 공식 의전차량 지원"
 2023.05.04 09:29,"현대차그룹, 한-태평양도서국 정상회의 공식 의전 차량 지원"
 2023.05.04 09:16,"현대차그룹, 한-태평양도서국 정상회의에 공식 의전차량 지원"
 2023.05.04 09:06,"현대차그룹, 한-태평양도서국 정상회의 공식 의전 차량 지원"
 2023.05.04 09:06,"현대차그룹, 정상회의 준비위원단과 공식 의전 차량 지원 MOU"
 2023.05.04 08:44,"현대차그룹, 한-태평양도서국 정상회의 공식 의전 차량 지원"
 2023.05.04 08:44,"현대차그룹, 한-태평양도서국 정상회의 공식 의전 차량 지원"
 2023.05.04 09:54,"정의선, 현대차그룹 사장단과 美 한국전 참전용사 기념비 참배"
 2023.05.04 09:39,"정의선 현대차그룹 회장, 대통령 美 순방 중 한국전 참전용사 기념비 참..."
 2023.05.04 09:37,현대차그룹 'EV9에 적용된 SDV 기반 기술을 공개합니다'
 2023.05.04 09:37,"현대차그룹, 기아 EV9 통해 본격적인 SDV 시대로 나아간다"
 2023.05.04 09:36,"현대차그룹, 韓-태평양도서국 정상회의에 공식 의전차량 지원"
 2023.05.04 09:29,"현대차그룹, 한-태평양도서국 정상회의 공식 의전 차량 지원"
 2023.05.04 09:16,"현대차그룹, 한-태평양도서국 정상회의에 공식 의전차량 지원"
 2023.05.04 09:21,"현대차그룹 SDV 기술이 궁금하다면?…""EV9을 보라"""
 2023.05.04 08:30,소프트웨어차 속도 높이는 현대차그룹…'EV9' 남다른 이유는?
 2023.05.04 09:06,"현대차그룹, 한-태평양도서국 정상회의 공식 의전 차량 지원"
 2023.05.04 09:06,"현대차그룹, 정상회의 준비위원단과 공식 의전 차량 지원 MOU"
 2023.05.04 08:44,"현대차그룹, 한-태평양도서국 정상회의 공식 의전 차량 지원"
 2023.05.04 08:44,"현대차그룹, 한-태평양도서국 정상회의 공식 의전 차량 지원"
 2023.05.04 08:50,현대차그룹 'SDV 시대'의 선봉…기아 EV9 최신기술 공개
 2023.05.04 08:46,"현대차그룹, EV9에 적용된 SDV 기술 공개"
 2023.05.04 08:45,"현대차그룹, EV9에 적용된 SDV 기술 공개"
 2023.05.04 08:45,"현대차그룹, 기아 EV9에 적용된 SDV 기술 소개 영상 공개"
 2023.05.04 08:45,"현대차그룹, 기아 EV9에 적용된 SDV 기술 소개 영상 공개"
 2023.05.04 08:45,"현대차그룹, 기아 EV9에 적용된 SDV 기술 소개 영상 공개"
 2023.05.04 08:45,"현대차그룹, EV9에 적용된 SDV 기술 공개"
 2023.05.04 08:45,"현대차그룹, 기아 EV9에 적용된 SDV 기술 소개 영상 공개"
 2023.05.04 08:44,"현대차그룹, 기아 EV9에 적용된 SDV 기술 소개 영상 공개"
 2023.05.04 08:46,현대차그룹 'SDV 시대'의 선봉…기아 EV9 최신기술 공개
 2023.05.04 08:29,"현대차證 ""롯데웰푸드, 해외 매출 고성장 등 우상향 기대"""
 2023.05.03 18:13,"""도요타 기다려"" 현대차·기아 美 판매 9개월째 두자릿수 껑충"
 2023.05.03 15:21,"美서 혼다 제친 현대차, 도요타 맹추격...3년 새 격차는 '9만대→..."
 2023.05.03 10:07,"현대차·기아, 4월 미국 판매 15%↑..혼다 제치고 도요타 추격"
 2023.05.03 08:56,"현대차·기아, 4월 미국 판매 15%↑…혼다 제치고 도요타 추격"
 2023.05.04 08:50,현대차그룹 'SDV 시대'의 선봉…기아 EV9 최신기술 공개
 2023.05.04 08:46,"현대차그룹, EV9에 적용된 SDV 기술 공개"
 2023.05.04 08:45,"현대차그룹, EV9에 적용된 SDV 기술 공개"
 2023.05.04 08:45,"현대차그룹, EV9에 적용된 SDV 기술 공개"
 2023.05.04 08:45,"현대차그룹, 기아 EV9에 적용된 SDV 기술 소개 영상 공개"
 2023.05.04 08:45,"현대차그룹, 기아 EV9에 적용된 SDV 기술 소개 영상 공개"
 2023.05.04 08:45,"현대차그룹, 기아 EV9에 적용된 SDV 기술 소개 영상 공개"
 2023.05.04 08:45,"현대차그룹, 기아 EV9에 적용된 SDV 기술 소개 영상 공개"
 2023.05.04 08:44,"현대차그룹, 기아 EV9에 적용된 SDV 기술 소개 영상 공개"
 2023.05.04 08:46,현대차그룹 'SDV 시대'의 선봉…기아 EV9 최신기술 공개
 2023.05.04 08:44,"현대차그룹, 한-태평양도서국 정상회의 공식 의전 차량 지원"
 2023.05.04 08:44,"현대차그룹, 한-태평양도서국 정상회의 공식 의전 차량 지원"
 2023.05.04 08:30,소프트웨어차 속도 높이는 현대차그룹…'EV9' 남다른 이유는?
 2023.05.04 08:29,"현대차證 ""롯데웰푸드, 해외 매출 고성장 등 우상향 기대"""
 2023.05.03 18:13,현대차 수소 전기트럭 美서 첫선
 2023.05.03 09:57,"현대차, 미국서 '엑시언트 수소전기트럭 트랙터' 첫 선"
 2023.05.03 09:37,"“수소 생태계 구축” 현대차, 상용 모빌리티 비전 공개"
 2023.05.03 09:25,"현대차, 북미서 엑시언트 수소전기트럭 트랙터 첫선"
 2023.05.03 08:31,"현대차, 미국서 수소전기 트랙터 공개...""통합 수소 생태계 만든다"""
 2023.05.03 18:13,"""도요타 기다려"" 현대차·기아 美 판매 9개월째 두자릿수 껑충"
 2023.05.03 15:21,"美서 혼다 제친 현대차, 도요타 맹추격...3년 새 격차는 '9만대→..."
 2023.05.03 10:07,"현대차·기아, 4월 미국 판매 15%↑..혼다 제치고 도요타 추격"
 2023.05.03 08:56,"현대차·기아, 4월 미국 판매 15%↑…혼다 제치고 도요타 추격"
 2023.05.03 17:52,"현대차, 美서 37.2t 수소전기트럭 공개…1회 충전으로 720㎞ 주행"
 2023.05.03 15:31,"현대차, 美서 대형 수소트럭 공개...""美조지아주 공장 활용"""
 2023.05.03 09:37,"현대차, 美서 37.2t 수소트럭 공개..수소 상용모빌리티 비전제시"
 2023.05.03 09:10,"현대차, 美서 37.2t 수소트럭 공개…수소 상용모빌리티 비전제시"
 2023.05.03 08:08,"현대차, 수소 상용 모빌리티 비전 공개"
 2023.05.03 08:08,"현대차, 수소 상용 모빌리티 비전 공개"
 2023.05.03 08:08,"현대차, 수소 상용 모빌리티 비전 공개"
 2023.05.03 17:51,"삼성·SK·현대차·LG·포스코 5대 그룹 힘 합쳐 ""탄소중립"" 외쳤다"
 2023.05.03 17:37,"현대차·기아, 美 승승장구…올해 '톱4' 예고"
 2023.05.03 12:26,"친환경차가 효자…현대차·기아, 美 판매 9개월 연속 전년 대비 증가"
 2023.05.03 10:36,"현대차·기아, 美판매 9개월 연속 전년대비 증가…친환경차 선전(종합)"
 2023.05.04 08:44,"현대차그룹, 기아 EV9에 적용된 SDV 기술 소개 영상 공개"
 2023.05.04 08:44,"현대차그룹, 한-태평양도서국 정상회의 공식 의전 차량 지원"
 2023.05.04 08:30,소프트웨어차 속도 높이는 현대차그룹…'EV9' 남다른 이유는?
 2023.05.04 08:29,"현대차證 ""롯데웰푸드, 해외 매출 고성장 등 우상향 기대"""
 2023.05.03 18:13,현대차 수소 전기트럭 美서 첫선
 2023.05.03 09:57,"현대차, 미국서 '엑시언트 수소전기트럭 트랙터' 첫 선"
 2023.05.03 09:37,"“수소 생태계 구축” 현대차, 상용 모빌리티 비전 공개"
 2023.05.03 09:25,"현대차, 북미서 엑시언트 수소전기트럭 트랙터 첫선"
 2023.05.03 08:31,"현대차, 미국서 수소전기 트랙터 공개...""통합 수소 생태계 만든다"""
 2023.05.03 18:13,"""도요타 기다려"" 현대차·기아 美 판매 9개월째 두자릿수 껑충"
 2023.05.03 15:21,"美서 혼다 제친 현대차, 도요타 맹추격...3년 새 격차는 '9만대→..."
 2023.05.03 10:07,"현대차·기아, 4월 미국 판매 15%↑..혼다 제치고 도요타 추격"
 2023.05.03 08:56,"현대차·기아, 4월 미국 판매 15%↑…혼다 제치고 도요타 추격"
 2023.05.03 17:52,"현대차, 美서 37.2t 수소전기트럭 공개…1회 충전으로 720㎞ 주행"
 2023.05.03 15:31,"현대차, 美서 대형 수소트럭 공개...""美조지아주 공장 활용"""
 2023.05.03 09:37,"현대차, 美서 37.2t 수소트럭 공개..수소 상용모빌리티 비전제시"
 2023.05.03 09:10,"현대차, 美서 37.2t 수소트럭 공개…수소 상용모빌리티 비전제시"
 2023.05.03 08:08,"현대차, 수소 상용 모빌리티 비전 공개"
 2023.05.03 08:08,"현대차, 수소 상용 모빌리티 비전 공개"
 2023.05.03 08:08,"현대차, 수소 상용 모빌리티 비전 공개"
 2023.05.03 17:51,"삼성·SK·현대차·LG·포스코 5대 그룹 힘 합쳐 ""탄소중립"" 외쳤다"
 2023.05.03 17:37,"현대차·기아, 美 승승장구…올해 '톱4' 예고"
 2023.05.03 12:26,"친환경차가 효자…현대차·기아, 美 판매 9개월 연속 전년 대비 증가"
